entry_dt,exit_dt,direction,entry_price,exit_price,pnl,mfe_usd,mae_usd,bars_held,mins_held,exit_signal,year,month,dow,entry_hour,is_win
2024-08-22 10:15:00,2024-08-22 12:25:00,SHORT,19894.75,19813.75,160.76,461.5,-74.5,26,130,EMA Break Exit,2024,2024-08,Thursday,10,True
2024-08-22 13:05:00,2024-08-22 15:55:00,SHORT,19704.0,19584.75,237.26,324.0,-69.5,34,170,EOD Close,2024,2024-08,Thursday,13,True
2024-08-23 10:20:00,2024-08-23 10:50:00,LONG,19884.75,19681.5,-407.74,37.0,-524.0,6,30,EMA Break Exit,2024,2024-08,Friday,10,False
2024-08-23 11:05:00,2024-08-23 11:20:00,SHORT,19729.25,19778.75,-100.24,133.5,-146.5,3,15,EMA Break Exit,2024,2024-08,Friday,11,False
2024-08-26 11:45:00,2024-08-26 12:25:00,SHORT,19598.75,19616.5,-36.74,118.5,-41.5,8,40,EMA Break Exit,2024,2024-08,Monday,11,False
2024-08-26 13:45:00,2024-08-26 14:25:00,SHORT,19538.5,19578.25,-80.74,49.0,-89.0,8,40,EMA Break Exit,2024,2024-08,Monday,13,False
2024-08-27 10:10:00,2024-08-27 11:30:00,LONG,19572.0,19596.75,48.26,245.0,-38.5,16,80,EMA Break Exit,2024,2024-08,Tuesday,10,True
2024-08-27 12:30:00,2024-08-27 12:35:00,LONG,19635.75,19621.5,-29.74,13.0,-33.5,1,5,EMA Cross Stop,2024,2024-08,Tuesday,12,False
2024-08-27 13:25:00,2024-08-27 14:25:00,LONG,19670.25,19662.5,-16.74,45.0,-62.5,12,60,Time Stop,2024,2024-08,Tuesday,13,False
2024-08-28 10:50:00,2024-08-28 12:00:00,SHORT,19489.5,19428.75,120.26,300.5,-8.5,14,70,EMA Break Exit,2024,2024-08,Wednesday,10,True
2024-08-28 12:25:00,2024-08-28 12:30:00,SHORT,19397.25,19417.0,-40.74,16.5,-74.0,1,5,EMA Cross Stop,2024,2024-08,Wednesday,12,False
2024-08-29 10:40:00,2024-08-29 11:25:00,LONG,19648.25,19627.75,-42.24,87.5,-114.5,9,45,EMA Break Exit,2024,2024-08,Thursday,10,False
2024-08-29 12:15:00,2024-08-29 12:55:00,LONG,19652.0,19652.75,0.26,75.5,-52.5,8,40,EMA Break Exit,2024,2024-08,Thursday,12,True
2024-08-30 10:00:00,2024-08-30 10:25:00,LONG,19605.25,19547.75,-116.24,10.5,-176.5,5,25,EMA Break Exit,2024,2024-08,Friday,10,False
2024-08-30 11:10:00,2024-08-30 12:55:00,SHORT,19489.75,19463.5,51.26,239.5,-10.0,21,105,EMA Break Exit,2024,2024-08,Friday,11,True
2024-09-02 10:50:00,2024-09-02 11:30:00,LONG,19661.0,19647.25,-28.74,17.5,-33.0,8,40,EMA Break Exit,2024,2024-09,Monday,10,False
2024-09-02 12:00:00,2024-09-02 12:30:00,LONG,19652.75,19645.25,-16.24,14.0,-21.0,6,30,EMA Break Exit,2024,2024-09,Monday,12,False
2024-09-03 10:00:00,2024-09-03 13:25:00,SHORT,19336.5,19172.25,327.26,421.5,-35.0,41,205,EMA Break Exit,2024,2024-09,Tuesday,10,True
2024-09-04 10:25:00,2024-09-04 11:30:00,LONG,18992.5,19013.0,39.76,245.0,-32.0,13,65,EMA Break Exit,2024,2024-09,Wednesday,10,True
2024-09-04 12:35:00,2024-09-04 12:40:00,LONG,19075.75,19033.0,-86.74,7.5,-94.0,1,5,EMA Cross Stop,2024,2024-09,Wednesday,12,False
2024-09-04 13:05:00,2024-09-04 13:10:00,LONG,19056.75,19036.75,-41.24,20.5,-53.5,1,5,EMA Cross Stop,2024,2024-09,Wednesday,13,False
2024-09-05 10:00:00,2024-09-05 10:50:00,LONG,19084.5,19009.25,-151.74,131.5,-189.0,10,50,EMA Break Exit,2024,2024-09,Thursday,10,False
2024-09-05 11:05:00,2024-09-05 12:25:00,SHORT,18977.25,18943.0,67.26,270.5,-21.0,16,80,EMA Break Exit,2024,2024-09,Thursday,11,True
2024-09-05 13:55:00,2024-09-05 14:55:00,LONG,19012.25,18989.5,-46.74,57.0,-59.5,12,60,Time Stop,2024,2024-09,Thursday,13,False
2024-09-06 10:00:00,2024-09-06 13:10:00,SHORT,18754.0,18515.0,476.76,650.5,-70.0,38,190,EMA Break Exit,2024,2024-09,Friday,10,True
2024-09-06 13:55:00,2024-09-06 14:45:00,SHORT,18478.0,18469.25,16.26,91.5,-20.0,10,50,EMA Break Exit,2024,2024-09,Friday,13,True
2024-09-09 10:40:00,2024-09-09 11:30:00,SHORT,18550.25,18589.0,-78.74,106.0,-89.5,10,50,EMA Break Exit,2024,2024-09,Monday,10,False
2024-09-09 11:45:00,2024-09-09 13:45:00,LONG,18612.0,18677.25,129.26,236.0,-24.0,24,120,EMA Break Exit,2024,2024-09,Monday,11,True
2024-09-10 11:00:00,2024-09-10 11:15:00,SHORT,18722.5,18763.25,-82.74,36.5,-94.5,3,15,EMA Break Exit,2024,2024-09,Tuesday,11,False
2024-09-10 11:30:00,2024-09-10 11:35:00,LONG,18767.0,18742.0,-51.24,15.5,-63.5,1,5,EMA Cross Stop,2024,2024-09,Tuesday,11,False
2024-09-11 10:00:00,2024-09-11 11:15:00,SHORT,18800.0,18690.0,218.76,504.5,-5.5,15,75,EMA Break Exit,2024,2024-09,Wednesday,10,True
2024-09-11 11:35:00,2024-09-11 15:55:00,LONG,18762.25,19255.25,984.76,1062.5,-78.5,52,260,EOD Close,2024,2024-09,Wednesday,11,True
2024-09-12 10:30:00,2024-09-12 11:25:00,LONG,19359.25,19288.5,-142.74,58.0,-208.0,11,55,EMA Break Exit,2024,2024-09,Thursday,10,False
2024-09-12 11:45:00,2024-09-12 12:05:00,SHORT,19262.0,19292.75,-62.74,25.0,-81.0,4,20,EMA Break Exit,2024,2024-09,Thursday,11,False
2024-09-13 10:00:00,2024-09-13 10:30:00,LONG,19482.25,19455.5,-54.74,94.0,-138.5,6,30,EMA Break Exit,2024,2024-09,Friday,10,False
2024-09-13 10:55:00,2024-09-13 12:10:00,LONG,19512.5,19505.25,-15.74,96.5,-38.5,15,75,Time Stop,2024,2024-09,Friday,10,False
2024-09-16 10:40:00,2024-09-16 11:15:00,SHORT,19353.75,19387.75,-69.24,101.5,-77.5,7,35,EMA Break Exit,2024,2024-09,Monday,10,False
2024-09-16 11:55:00,2024-09-16 12:50:00,SHORT,19367.25,19375.25,-17.24,110.5,-26.5,11,55,EMA Break Exit,2024,2024-09,Monday,11,False
2024-09-17 10:20:00,2024-09-17 11:00:00,LONG,19559.75,19524.5,-71.74,111.5,-97.0,8,40,EMA Break Exit,2024,2024-09,Tuesday,10,False
2024-09-17 11:40:00,2024-09-17 13:25:00,SHORT,19524.25,19442.75,161.76,321.0,-50.0,21,105,EMA Break Exit,2024,2024-09,Tuesday,11,True
2024-09-17 15:05:00,2024-09-17 15:10:00,SHORT,19415.0,19426.75,-24.74,8.0,-33.0,1,5,EMA Cross Stop,2024,2024-09,Tuesday,15,False
2024-09-18 10:20:00,2024-09-18 10:25:00,SHORT,19424.75,19463.25,-78.24,20.0,-79.0,1,5,EMA Cross Stop,2024,2024-09,Wednesday,10,False
2024-09-18 11:15:00,2024-09-18 12:15:00,SHORT,19429.75,19409.75,38.76,159.5,-2.5,12,60,EMA Break Exit,2024,2024-09,Wednesday,11,True
2024-09-18 12:50:00,2024-09-18 13:50:00,LONG,19455.5,19453.0,-6.24,79.0,-35.5,12,60,Time Stop,2024,2024-09,Wednesday,12,False
2024-09-19 10:20:00,2024-09-19 10:55:00,LONG,19856.75,19827.5,-59.74,130.0,-70.0,7,35,EMA Break Exit,2024,2024-09,Thursday,10,False
2024-09-19 11:30:00,2024-09-19 11:55:00,LONG,19891.75,19863.0,-58.74,58.0,-82.0,5,25,EMA Break Exit,2024,2024-09,Thursday,11,False
2024-09-20 10:05:00,2024-09-20 11:35:00,SHORT,20009.25,19951.75,113.76,298.5,-21.5,18,90,EMA Break Exit,2024,2024-09,Friday,10,True
2024-09-20 15:10:00,2024-09-20 15:55:00,LONG,20007.5,20032.75,49.26,153.0,-13.0,9,45,EOD Close,2024,2024-09,Friday,15,True
2024-09-23 11:40:00,2024-09-23 12:10:00,LONG,20106.75,20065.25,-84.24,38.5,-108.5,6,30,EMA Break Exit,2024,2024-09,Monday,11,False
2024-09-23 12:25:00,2024-09-23 13:50:00,SHORT,20065.75,20072.25,-14.24,94.5,-23.5,17,85,Time Stop,2024,2024-09,Monday,12,False
2024-09-24 10:00:00,2024-09-24 10:55:00,SHORT,20004.0,20074.0,-141.24,104.0,-146.0,11,55,EMA Break Exit,2024,2024-09,Tuesday,10,False
2024-09-24 11:10:00,2024-09-24 13:00:00,LONG,20104.5,20164.0,117.76,220.5,-17.0,22,110,EMA Break Exit,2024,2024-09,Tuesday,11,True
2024-09-25 10:00:00,2024-09-25 11:00:00,LONG,20231.75,20228.5,-7.74,82.0,-54.0,12,60,Time Stop,2024,2024-09,Wednesday,10,False
2024-09-25 12:55:00,2024-09-25 13:55:00,SHORT,20178.5,20200.5,-45.24,86.0,-49.5,12,60,Time Stop,2024,2024-09,Wednesday,12,False
2024-09-26 10:00:00,2024-09-26 11:55:00,SHORT,20414.25,20321.5,184.26,452.5,-11.0,23,115,EMA Break Exit,2024,2024-09,Thursday,10,True
2024-09-26 12:20:00,2024-09-26 13:30:00,SHORT,20258.0,20262.75,-10.74,137.5,-38.0,14,70,Time Stop,2024,2024-09,Thursday,12,False
2024-09-27 10:10:00,2024-09-27 12:30:00,SHORT,20325.25,20254.0,141.26,230.5,-28.5,28,140,EMA Break Exit,2024,2024-09,Friday,10,True
2024-09-27 13:25:00,2024-09-27 13:55:00,SHORT,20232.0,20280.0,-97.24,27.5,-100.0,6,30,EMA Break Exit,2024,2024-09,Friday,13,False
2024-09-30 11:30:00,2024-09-30 11:35:00,LONG,20201.25,20186.0,-31.74,19.0,-42.0,1,5,EMA Cross Stop,2024,2024-09,Monday,11,False
2024-09-30 12:00:00,2024-09-30 12:40:00,LONG,20224.0,20214.75,-19.74,61.0,-24.0,8,40,EMA Break Exit,2024,2024-09,Monday,12,False
2024-10-01 13:20:00,2024-10-01 13:45:00,SHORT,19860.5,19922.0,-124.24,33.0,-176.5,5,25,EMA Break Exit,2024,2024-10,Tuesday,13,False
2024-10-02 10:20:00,2024-10-02 12:35:00,LONG,19950.75,20049.25,195.76,277.5,-9.5,27,135,EMA Break Exit,2024,2024-10,Wednesday,10,True
2024-10-02 15:20:00,2024-10-02 15:55:00,LONG,20042.0,20009.75,-65.74,31.0,-75.0,7,35,EOD Close,2024,2024-10,Wednesday,15,False
2024-10-03 10:00:00,2024-10-03 10:25:00,LONG,20090.75,19962.25,-258.24,48.5,-309.0,5,25,EMA Break Exit,2024,2024-10,Thursday,10,False
2024-10-03 11:15:00,2024-10-03 11:20:00,SHORT,19968.0,20002.5,-70.24,9.5,-89.0,1,5,EMA Cross Stop,2024,2024-10,Thursday,11,False
2024-10-04 10:10:00,2024-10-04 10:55:00,SHORT,20067.25,20126.25,-119.24,97.5,-125.0,9,45,EMA Break Exit,2024,2024-10,Friday,10,False
2024-10-04 11:40:00,2024-10-04 11:55:00,SHORT,20071.75,20141.5,-140.74,66.5,-140.0,3,15,EMA Break Exit,2024,2024-10,Friday,11,False
2024-10-07 10:30:00,2024-10-07 11:05:00,LONG,20173.25,20141.75,-64.24,19.5,-107.5,7,35,EMA Break Exit,2024,2024-10,Monday,10,False
2024-10-07 12:50:00,2024-10-07 13:05:00,SHORT,20130.0,20159.0,-59.24,10.5,-58.5,3,15,EMA Break Exit,2024,2024-10,Monday,12,False
2024-10-08 10:00:00,2024-10-08 12:05:00,LONG,20187.5,20216.5,56.76,173.5,-64.0,25,125,EMA Break Exit,2024,2024-10,Tuesday,10,True
2024-10-09 10:20:00,2024-10-09 12:15:00,LONG,20332.5,20375.0,83.76,232.0,-36.0,23,115,EMA Break Exit,2024,2024-10,Wednesday,10,True
2024-10-09 12:40:00,2024-10-09 12:55:00,LONG,20417.0,20395.5,-44.24,14.0,-72.5,3,15,EMA Break Exit,2024,2024-10,Wednesday,12,False
2024-10-09 13:30:00,2024-10-09 13:55:00,LONG,20416.75,20399.25,-36.24,18.0,-122.5,5,25,EMA Break Exit,2024,2024-10,Wednesday,13,False
2024-10-10 10:20:00,2024-10-10 10:55:00,LONG,20387.75,20382.25,-12.24,66.5,-55.0,7,35,EMA Break Exit,2024,2024-10,Thursday,10,False
2024-10-10 11:25:00,2024-10-10 12:45:00,LONG,20433.5,20429.75,-8.74,149.0,-33.0,16,80,Time Stop,2024,2024-10,Thursday,11,False
2024-10-11 10:15:00,2024-10-11 11:15:00,LONG,20448.5,20410.0,-78.24,65.0,-115.0,12,60,Time Stop,2024,2024-10,Friday,10,False
2024-10-11 11:45:00,2024-10-11 12:20:00,LONG,20436.5,20442.0,9.76,71.0,-2.5,7,35,EMA Break Exit,2024,2024-10,Friday,11,True
2024-10-11 13:45:00,2024-10-11 14:40:00,LONG,20442.5,20448.75,11.26,66.5,-41.0,11,55,EMA Break Exit,2024,2024-10,Friday,13,True
2024-10-11 15:05:00,2024-10-11 15:55:00,LONG,20478.75,20449.0,-60.74,31.5,-65.5,10,50,EOD Close,2024,2024-10,Friday,15,False
2024-10-14 11:05:00,2024-10-14 11:55:00,SHORT,20559.5,20584.25,-50.74,69.0,-55.0,10,50,EMA Break Exit,2024,2024-10,Monday,11,False
2024-10-14 12:10:00,2024-10-14 15:55:00,LONG,20592.5,20621.5,56.76,148.5,-29.0,45,225,EOD Close,2024,2024-10,Monday,12,True
2024-10-15 10:25:00,2024-10-15 12:35:00,SHORT,20515.75,20405.0,220.26,368.5,0.0,26,130,EMA Break Exit,2024,2024-10,Tuesday,10,True
2024-10-15 13:00:00,2024-10-15 13:45:00,SHORT,20377.0,20372.0,8.76,85.5,-25.0,9,45,EMA Break Exit,2024,2024-10,Tuesday,13,True
2024-10-15 15:00:00,2024-10-15 15:50:00,SHORT,20299.75,20333.25,-68.24,91.5,-91.0,10,50,EMA Break Exit,2024,2024-10,Tuesday,15,False
2024-10-16 10:05:00,2024-10-16 10:10:00,SHORT,20287.0,20303.5,-34.24,20.0,-43.0,1,5,EMA Cross Stop,2024,2024-10,Wednesday,10,False
2024-10-16 10:55:00,2024-10-16 11:15:00,SHORT,20273.5,20307.75,-69.74,18.0,-92.0,4,20,EMA Break Exit,2024,2024-10,Wednesday,10,False
2024-10-17 10:00:00,2024-10-17 11:05:00,SHORT,20394.5,20424.0,-60.24,58.5,-139.5,13,65,Time Stop,2024,2024-10,Thursday,10,False
2024-10-17 11:40:00,2024-10-17 12:35:00,LONG,20465.75,20472.0,11.26,126.5,-37.5,11,55,EMA Break Exit,2024,2024-10,Thursday,11,True
2024-10-18 10:15:00,2024-10-18 10:55:00,LONG,20487.5,20457.75,-60.74,38.5,-71.5,8,40,EMA Break Exit,2024,2024-10,Friday,10,False
2024-10-18 11:25:00,2024-10-18 11:45:00,LONG,20513.25,20476.0,-75.74,37.5,-81.5,4,20,EMA Break Exit,2024,2024-10,Friday,11,False
2024-10-21 10:55:00,2024-10-21 11:45:00,SHORT,20427.5,20431.5,-9.24,165.0,-16.5,10,50,EMA Break Exit,2024,2024-10,Monday,10,False
2024-10-21 12:00:00,2024-10-21 14:25:00,LONG,20460.75,20467.75,12.76,73.0,-71.0,29,145,EMA Break Exit,2024,2024-10,Monday,12,True
2024-10-22 11:45:00,2024-10-22 11:50:00,LONG,20478.5,20478.0,-2.24,2.0,-23.0,1,5,EMA Cross Stop,2024,2024-10,Tuesday,11,False
2024-10-22 12:20:00,2024-10-22 12:50:00,SHORT,20450.0,20490.0,-81.24,49.5,-90.5,6,30,EMA Break Exit,2024,2024-10,Tuesday,12,False
2024-10-23 10:45:00,2024-10-23 10:50:00,LONG,20443.75,20407.75,-73.24,5.5,-85.5,1,5,EMA Cross Stop,2024,2024-10,Wednesday,10,False
2024-10-23 11:10:00,2024-10-23 14:35:00,SHORT,20337.0,20161.5,349.76,516.0,-50.0,41,205,EMA Break Exit,2024,2024-10,Wednesday,11,True
2024-10-24 11:05:00,2024-10-24 11:10:00,SHORT,20337.75,20357.0,-39.74,9.5,-44.0,1,5,EMA Cross Stop,2024,2024-10,Thursday,11,False
2024-10-24 11:55:00,2024-10-24 12:30:00,SHORT,20327.75,20350.75,-47.24,134.5,-58.5,7,35,EMA Break Exit,2024,2024-10,Thursday,11,False
2024-10-25 12:25:00,2024-10-25 13:00:00,LONG,20660.5,20639.25,-43.74,8.0,-67.0,7,35,EMA Break Exit,2024,2024-10,Friday,12,False
2024-10-25 13:20:00,2024-10-25 14:50:00,SHORT,20585.25,20542.5,84.26,250.5,-2.0,18,90,EMA Break Exit,2024,2024-10,Friday,13,True
2024-10-25 15:20:00,2024-10-25 15:55:00,SHORT,20499.5,20495.0,7.76,35.5,-59.0,7,35,EOD Close,2024,2024-10,Friday,15,True
2024-10-28 11:15:00,2024-10-28 12:20:00,SHORT,20559.5,20561.75,-5.74,86.5,-23.5,13,65,Time Stop,2024,2024-10,Monday,11,False
2024-10-28 15:15:00,2024-10-28 15:30:00,SHORT,20507.75,20532.75,-51.24,4.0,-59.5,3,15,EMA Break Exit,2024,2024-10,Monday,15,False
2024-10-29 10:10:00,2024-10-29 15:55:00,LONG,20528.5,20695.5,332.76,436.0,-18.5,69,345,EOD Close,2024,2024-10,Tuesday,10,True
2024-10-30 10:20:00,2024-10-30 10:55:00,LONG,20677.75,20649.75,-57.24,43.5,-99.5,7,35,EMA Break Exit,2024,2024-10,Wednesday,10,False
2024-10-30 11:10:00,2024-10-30 11:25:00,SHORT,20615.75,20682.5,-134.74,15.0,-136.5,3,15,EMA Break Exit,2024,2024-10,Wednesday,11,False
2024-10-31 13:45:00,2024-10-31 15:00:00,SHORT,20049.5,20056.0,-14.24,83.5,-33.5,15,75,Time Stop,2024,2024-10,Thursday,13,False
2024-11-01 10:00:00,2024-11-01 11:50:00,LONG,20136.5,20230.75,187.26,301.5,-8.5,22,110,EMA Break Exit,2024,2024-11,Friday,10,True
2024-11-01 12:20:00,2024-11-01 12:25:00,LONG,20240.0,20220.5,-40.24,0.0,-45.0,1,5,EMA Cross Stop,2024,2024-11,Friday,12,False
2024-11-01 13:05:00,2024-11-01 13:25:00,SHORT,20182.5,20246.5,-129.24,21.0,-139.5,4,20,EMA Break Exit,2024,2024-11,Friday,13,False
2024-11-04 10:30:00,2024-11-04 11:25:00,LONG,20185.75,20177.75,-17.24,82.0,-49.5,11,55,EMA Break Exit,2024,2024-11,Monday,10,False
2024-11-04 11:40:00,2024-11-04 12:30:00,SHORT,20107.5,20116.75,-19.74,157.5,-36.0,10,50,EMA Break Exit,2024,2024-11,Monday,11,False
2024-11-05 11:25:00,2024-11-05 13:15:00,LONG,20298.5,20339.5,80.76,149.0,0.0,22,110,EMA Break Exit,2024,2024-11,Tuesday,11,True
2024-11-05 15:25:00,2024-11-05 15:55:00,LONG,20330.75,20341.5,20.26,38.5,-52.0,6,30,EOD Close,2024,2024-11,Tuesday,15,True
2024-11-06 10:20:00,2024-11-06 10:55:00,LONG,20773.0,20723.75,-99.74,98.0,-134.5,7,35,EMA Break Exit,2024,2024-11,Wednesday,10,False
2024-11-06 11:30:00,2024-11-06 15:55:00,LONG,20778.5,20893.5,228.76,314.5,-11.5,53,265,EOD Close,2024,2024-11,Wednesday,11,True
2024-11-07 12:55:00,2024-11-07 13:10:00,LONG,21194.0,21174.75,-39.74,4.5,-72.0,3,15,EMA Break Exit,2024,2024-11,Thursday,12,False
2024-11-08 12:05:00,2024-11-08 12:10:00,LONG,21214.25,21200.75,-28.24,5.5,-30.5,1,5,EMA Cross Stop,2024,2024-11,Friday,12,False
2024-11-08 12:50:00,2024-11-08 14:55:00,LONG,21223.25,21235.0,22.26,86.5,-18.5,25,125,EMA Break Exit,2024,2024-11,Friday,12,True
2024-11-11 12:00:00,2024-11-11 13:40:00,SHORT,21198.5,21159.0,77.76,200.5,-9.5,20,100,EMA Break Exit,2024,2024-11,Monday,12,True
2024-11-12 11:10:00,2024-11-12 13:35:00,SHORT,21172.75,21146.25,51.76,236.0,-56.5,29,145,EMA Break Exit,2024,2024-11,Tuesday,11,True
2024-11-12 13:55:00,2024-11-12 15:10:00,LONG,21182.0,21181.5,-2.24,58.0,-12.0,15,75,Time Stop,2024,2024-11,Tuesday,13,False
2024-11-13 10:05:00,2024-11-13 11:05:00,SHORT,21092.5,21121.25,-58.74,27.0,-94.5,12,60,Time Stop,2024,2024-11,Wednesday,10,False
2024-11-13 11:25:00,2024-11-13 14:20:00,LONG,21155.25,21227.0,142.26,227.0,-107.0,35,175,EMA Break Exit,2024,2024-11,Wednesday,11,True
2024-11-14 10:00:00,2024-11-14 10:40:00,SHORT,21094.0,21128.25,-69.74,107.5,-73.5,8,40,EMA Break Exit,2024,2024-11,Thursday,10,False
2024-11-14 12:10:00,2024-11-14 13:00:00,SHORT,21079.75,21091.25,-24.24,126.0,-30.5,10,50,EMA Break Exit,2024,2024-11,Thursday,12,False
2024-11-18 13:45:00,2024-11-18 14:00:00,SHORT,20610.5,20651.5,-83.24,3.5,-105.0,3,15,EMA Break Exit,2024,2024-11,Monday,13,False
2024-11-18 15:00:00,2024-11-18 15:35:00,LONG,20644.75,20632.5,-25.74,17.5,-29.5,7,35,EMA Break Exit,2024,2024-11,Monday,15,False
2024-11-19 10:05:00,2024-11-19 14:30:00,LONG,20567.0,20725.75,316.26,451.0,-63.5,53,265,EMA Break Exit,2024,2024-11,Tuesday,10,True
2024-11-20 11:30:00,2024-11-20 11:35:00,SHORT,20568.5,20602.25,-68.74,33.5,-85.5,1,5,EMA Cross Stop,2024,2024-11,Wednesday,11,False
2024-11-20 11:55:00,2024-11-20 12:15:00,LONG,20688.75,20612.25,-154.24,36.5,-157.5,4,20,EMA Break Exit,2024,2024-11,Wednesday,11,False
2024-11-21 10:00:00,2024-11-21 10:55:00,SHORT,20617.0,20708.75,-184.74,206.0,-204.0,11,55,EMA Break Exit,2024,2024-11,Thursday,10,False
2024-11-21 11:10:00,2024-11-21 11:50:00,LONG,20726.25,20714.25,-25.24,130.0,-72.0,8,40,EMA Break Exit,2024,2024-11,Thursday,11,False
2024-11-22 10:20:00,2024-11-22 10:40:00,SHORT,20789.75,20840.75,-103.24,135.5,-106.5,4,20,EMA Break Exit,2024,2024-11,Friday,10,False
2024-11-22 10:55:00,2024-11-22 11:10:00,LONG,20842.75,20796.25,-94.24,9.5,-105.5,3,15,EMA Break Exit,2024,2024-11,Friday,10,False
2024-11-25 11:05:00,2024-11-25 11:20:00,SHORT,20901.75,20935.75,-69.24,6.0,-93.0,3,15,EMA Break Exit,2024,2024-11,Monday,11,False
2024-11-25 11:55:00,2024-11-25 13:05:00,SHORT,20905.0,20869.5,69.76,249.5,-10.5,14,70,EMA Break Exit,2024,2024-11,Monday,11,True
2024-11-26 10:00:00,2024-11-26 10:05:00,LONG,20974.0,20961.25,-26.74,20.0,-34.0,1,5,EMA Cross Stop,2024,2024-11,Tuesday,10,False
2024-11-26 12:50:00,2024-11-26 13:15:00,LONG,20978.25,20951.5,-54.74,12.5,-60.5,5,25,EMA Break Exit,2024,2024-11,Tuesday,12,False
2024-11-27 10:00:00,2024-11-27 12:40:00,SHORT,20851.75,20723.0,256.26,353.5,-14.5,32,160,EMA Break Exit,2024,2024-11,Wednesday,10,True
2024-11-28 12:35:00,2024-11-28 12:50:00,LONG,20900.25,20891.25,-19.24,1.0,-34.5,3,15,EMA Break Exit,2024,2024-11,Thursday,12,False
2024-11-29 10:00:00,2024-11-29 13:00:00,LONG,20915.25,20985.75,139.76,205.5,0.0,36,180,EMA Break Exit,2024,2024-11,Friday,10,True
2024-12-02 11:20:00,2024-12-02 13:00:00,LONG,21173.5,21224.5,100.76,172.0,-13.5,20,100,EMA Break Exit,2024,2024-12,Monday,11,True
2024-12-02 15:00:00,2024-12-02 15:55:00,LONG,21206.0,21217.0,20.76,69.5,-3.0,11,55,EOD Close,2024,2024-12,Monday,15,True
2024-12-03 10:10:00,2024-12-03 10:25:00,LONG,21214.5,21177.0,-76.24,14.0,-92.0,3,15,EMA Break Exit,2024,2024-12,Tuesday,10,False
2024-12-05 15:00:00,2024-12-05 15:05:00,SHORT,21497.0,21507.75,-22.74,4.5,-28.0,1,5,EMA Cross Stop,2024,2024-12,Thursday,15,False
2024-12-06 10:10:00,2024-12-06 11:10:00,LONG,21623.25,21596.75,-54.24,44.5,-101.0,12,60,Time Stop,2024,2024-12,Friday,10,False
2024-12-09 12:30:00,2024-12-09 12:45:00,SHORT,21496.5,21511.5,-31.24,9.5,-36.0,3,15,EMA Break Exit,2024,2024-12,Monday,12,False
2024-12-11 11:15:00,2024-12-11 14:05:00,LONG,21737.75,21789.5,102.26,147.5,-13.0,34,170,EMA Break Exit,2024,2024-12,Wednesday,11,True
2024-12-12 11:50:00,2024-12-12 12:05:00,SHORT,21686.0,21718.25,-65.74,34.0,-70.0,3,15,EMA Break Exit,2024,2024-12,Thursday,11,False
2024-12-13 10:35:00,2024-12-13 13:05:00,SHORT,21795.0,21717.0,154.76,256.5,-3.0,30,150,EMA Break Exit,2024,2024-12,Friday,10,True
2024-12-16 12:05:00,2024-12-16 15:45:00,LONG,22047.25,22112.75,129.76,210.5,-8.5,44,220,EMA Break Exit,2024,2024-12,Monday,12,True
2024-12-17 11:20:00,2024-12-17 12:15:00,LONG,22032.75,22012.0,-42.74,96.0,-76.0,11,55,EMA Break Exit,2024,2024-12,Tuesday,11,False
2024-12-18 11:50:00,2024-12-18 11:55:00,LONG,22022.0,22007.75,-29.74,4.0,-37.5,1,5,EMA Cross Stop,2024,2024-12,Wednesday,11,False
2024-12-20 10:10:00,2024-12-20 13:05:00,LONG,21340.75,21742.75,802.76,943.5,-33.5,35,175,EMA Break Exit,2024,2024-12,Friday,10,True
2024-12-24 12:20:00,2024-12-24 12:35:00,LONG,21974.5,21972.5,-5.24,49.5,-66.0,3,15,EMA Break Exit,2024,2024-12,Tuesday,12,False
2024-12-26 12:00:00,2024-12-26 12:40:00,LONG,22040.0,22029.5,-22.24,70.0,-35.0,8,40,EMA Break Exit,2024,2024-12,Thursday,12,False
2024-12-27 12:00:00,2024-12-27 12:55:00,SHORT,21543.75,21572.0,-57.74,91.0,-71.0,11,55,EMA Break Exit,2024,2024-12,Friday,12,False
2024-12-30 13:45:00,2024-12-30 14:10:00,LONG,21548.25,21502.5,-92.74,22.0,-123.5,5,25,EMA Break Exit,2024,2024-12,Monday,13,False
2024-12-31 11:05:00,2024-12-31 13:00:00,SHORT,21344.25,21311.0,65.26,270.5,-35.0,23,115,EMA Break Exit,2024,2024-12,Tuesday,11,True
2024-12-31 13:30:00,2024-12-31 14:10:00,SHORT,21235.25,21268.75,-68.24,96.5,-79.5,8,40,EMA Break Exit,2024,2024-12,Tuesday,13,False
2025-01-02 10:10:00,2025-01-02 10:15:00,LONG,21422.75,21359.0,-128.74,21.0,-132.5,1,5,EMA Cross Stop,2025,2025-01,Thursday,10,False
2025-01-02 10:35:00,2025-01-02 11:25:00,SHORT,21255.0,21293.0,-77.24,138.0,-151.5,10,50,EMA Break Exit,2025,2025-01,Thursday,10,False
2025-01-03 10:50:00,2025-01-03 15:05:00,LONG,21356.0,21520.5,327.76,406.5,-39.5,51,255,EMA Break Exit,2025,2025-01,Friday,10,True
2025-01-07 10:05:00,2025-01-07 13:05:00,SHORT,21567.0,21481.25,170.26,360.5,-138.0,36,180,EMA Break Exit,2025,2025-01,Tuesday,10,True
2025-01-07 13:55:00,2025-01-07 14:10:00,SHORT,21439.5,21460.0,-42.24,8.5,-70.5,3,15,EMA Break Exit,2025,2025-01,Tuesday,13,False
