entry_dt,exit_dt,direction,entry_price,exit_price,pnl,mfe_usd,mae_usd,bars_held,mins_held,exit_signal,year,month,dow,entry_hour,is_win
2024-08-06 10:10:00,2024-08-06 14:10:00,LONG,18181.75,18404.75,444.76,536.0,-109.0,48,240,EMA Break Exit,2024,2024-08,Tuesday,10,True
2024-08-07 10:00:00,2024-08-07 10:20:00,LONG,18486.5,18474.0,-26.24,118.5,-130.5,4,20,EMA Break Exit,2024,2024-08,Wednesday,10,False
2024-08-07 11:00:00,2024-08-07 11:15:00,LONG,18537.5,18473.5,-129.24,21.5,-163.0,3,15,EMA Break Exit,2024,2024-08,Wednesday,11,False
2024-08-08 10:10:00,2024-08-08 11:15:00,LONG,18302.0,18328.25,51.26,272.5,-24.5,13,65,EMA Break Exit,2024,2024-08,Thursday,10,True
2024-08-08 11:40:00,2024-08-08 11:45:00,LONG,18393.75,18359.5,-69.74,4.5,-81.0,1,5,EMA Cross Stop,2024,2024-08,Thursday,11,False
2024-08-08 12:10:00,2024-08-08 12:35:00,LONG,18444.25,18377.5,-134.74,33.0,-151.0,5,25,EMA Break Exit,2024,2024-08,Thursday,12,False
2024-08-09 10:20:00,2024-08-09 10:35:00,LONG,18506.0,18456.5,-100.24,22.0,-139.5,3,15,EMA Break Exit,2024,2024-08,Friday,10,False
2024-08-09 11:05:00,2024-08-09 11:40:00,LONG,18547.0,18513.5,-68.24,27.5,-109.5,7,35,EMA Break Exit,2024,2024-08,Friday,11,False
2024-08-12 10:30:00,2024-08-12 11:25:00,LONG,18715.0,18629.75,-171.74,101.0,-277.5,11,55,EMA Break Exit,2024,2024-08,Monday,10,False
2024-08-12 11:40:00,2024-08-12 11:55:00,SHORT,18633.0,18720.25,-175.74,38.5,-191.5,3,15,EMA Break Exit,2024,2024-08,Monday,11,False
2024-08-14 10:00:00,2024-08-14 10:50:00,SHORT,19047.75,19052.25,-10.24,244.5,-14.5,10,50,EMA Break Exit,2024,2024-08,Wednesday,10,False
2024-08-14 11:05:00,2024-08-14 12:20:00,LONG,19063.5,19069.75,11.26,280.5,-16.0,15,75,EMA Break Exit,2024,2024-08,Wednesday,11,True
2024-08-14 12:40:00,2024-08-14 13:30:00,SHORT,19027.5,19087.5,-121.24,18.0,-151.0,10,50,EMA Break Exit,2024,2024-08,Wednesday,12,False
2024-08-15 13:45:00,2024-08-15 15:50:00,LONG,19575.5,19559.0,-34.24,56.0,-65.0,25,125,Time Stop,2024,2024-08,Thursday,13,False
2024-08-16 10:20:00,2024-08-16 10:50:00,LONG,19572.25,19522.25,-101.24,38.5,-153.0,6,30,EMA Break Exit,2024,2024-08,Friday,10,False
2024-08-16 11:25:00,2024-08-16 11:40:00,SHORT,19531.5,19564.0,-66.24,14.5,-72.5,3,15,EMA Break Exit,2024,2024-08,Friday,11,False
2024-08-19 10:45:00,2024-08-19 12:00:00,LONG,19619.75,19638.25,35.76,120.5,-3.5,15,75,EMA Break Exit,2024,2024-08,Monday,10,True
2024-08-19 12:55:00,2024-08-19 15:55:00,LONG,19692.75,19860.25,333.76,337.5,-37.0,36,180,EOD Close,2024,2024-08,Monday,12,True
2024-08-20 10:00:00,2024-08-20 10:15:00,LONG,19891.75,19828.25,-128.24,34.0,-154.5,3,15,EMA Break Exit,2024,2024-08,Tuesday,10,False
2024-08-20 10:30:00,2024-08-20 11:35:00,SHORT,19821.25,19815.25,10.76,156.5,-17.5,13,65,EMA Break Exit,2024,2024-08,Tuesday,10,True
2024-08-20 12:35:00,2024-08-20 13:45:00,SHORT,19809.25,19809.75,-2.24,122.5,-17.0,14,70,Time Stop,2024,2024-08,Tuesday,12,False
2024-08-21 10:00:00,2024-08-21 10:55:00,LONG,19899.75,19834.5,-131.74,164.5,-193.0,11,55,EMA Break Exit,2024,2024-08,Wednesday,10,False
2024-08-21 11:35:00,2024-08-21 12:25:00,SHORT,19857.5,19840.75,32.26,172.5,-23.0,10,50,EMA Break Exit,2024,2024-08,Wednesday,11,True
2024-08-21 12:50:00,2024-08-21 14:45:00,LONG,19862.25,19897.75,69.76,181.5,-15.5,23,115,EMA Break Exit,2024,2024-08,Wednesday,12,True
2024-08-21 15:20:00,2024-08-21 15:50:00,SHORT,19854.0,19912.25,-117.74,5.5,-122.0,6,30,EMA Break Exit,2024,2024-08,Wednesday,15,False
